Arch,SA_avg,SA_Tn,SDR,Hazard Level
S8H14SEAWBPG2,0.113099562,0.149946347,0.008584,475
S8H14SEAWBPG2,0.040497958,0.149946347,0.009137417,475
S8H14SEAWBPG2,0.073505583,0.149946347,0.008872917,475
S8H14SEAWBPG2,0.100558334,0.149946347,0.009149583,475
S8H14SEAWBPG2,0.047376661,0.149946347,0.006289167,475
S8H14SEAWBPG2,0.097650282,0.149946347,0.007853833,475
S8H14SEAWBPG2,0.111646984,0.149946347,0.010236583,475
S8H14SEAWBPG2,0.068754704,0.149946347,0.009473167,475
S8H14SEAWBPG2,0.041958155,0.149946347,0.009324167,475
S8H14SEAWBPG2,0.069479939,0.149946347,0.004213333,475
S8H14SEAWBPG2,0.07686392,0.149946347,0.007296417,475
S8H14SEAWBPG2,0.050887597,0.149946347,0.008660917,475
S8H14SEAWBPG2,0.083413799,0.149946347,0.011987667,475
S8H14SEAWBPG2,0.082809891,0.149946347,0.004909167,475
S8H14SEAWBPG2,0.081553014,0.149946347,0.005012833,475
S8H14SEAWBPG2,0.057236403,0.149946347,0.003783917,475
S8H14SEAWBPG2,0.108240151,0.149946347,0.009045083,475
S8H14SEAWBPG2,0.061470611,0.149946347,0.005119917,475
S8H14SEAWBPG2,0.078561868,0.227855952,0.01202525,975
S8H14SEAWBPG2,0.155498445,0.227855952,0.033590833,975
S8H14SEAWBPG2,0.071223108,0.227855952,0.016598333,975
S8H14SEAWBPG2,0.104570512,0.227855952,0.0123955,975
S8H14SEAWBPG2,0.127032675,0.227855952,0.0110465,975
S8H14SEAWBPG2,0.14304713,0.227855952,0.011818583,975
S8H14SEAWBPG2,0.153199684,0.227855952,0.015319167,975
S8H14SEAWBPG2,0.081634819,0.227855952,0.00804475,975
S8H14SEAWBPG2,0.168592571,0.227855952,0.012773583,975
S8H14SEAWBPG2,0.125999857,0.227855952,0.009203333,975
S8H14SEAWBPG2,0.107421253,0.227855952,0.014903333,975
S8H14SEAWBPG2,0.217110224,0.227855952,0.015396667,975
S8H14SEAWBPG2,0.078983733,0.227855952,0.008809083,975
S8H14SEAWBPG2,0.11604691,0.227855952,0.015067417,975
S8H14SEAWBPG2,0.091272374,0.227855952,0.016467917,975
S8H14SEAWBPG2,0.137556812,0.227855952,0.00840175,975
S8H14SEAWBPG2,0.070115562,0.227855952,0.013251583,975
S8H14SEAWBPG2,0.079677593,0.227855952,0.019549167,975
S8H14SEAWBPG2,0.159128678,0.227855952,0.012004083,975
S8H14SEAWBPG2,0.167836533,0.227855952,0.01455225,975
S8H14SEAWBPG2,0.119163342,0.227855952,0.016758333,975
S8H14SEAWBPG2,0.148400917,0.227855952,0.0098565,975
S8H14SEAWBPG2,0.179408379,0.227855952,0.014738333,975
S8H14SEAWBPG2,0.13722911,0.227855952,0.019483333,975
S8H14SEAWBPG2,0.119912242,0.227855952,0.0152725,975
S8H14SEAWBPG2,0.053295911,0.227855952,0.011389333,975
S8H14SEAWBPG2,0.070254454,0.227855952,0.020488333,975
S8H14SEAWBPG2,0.096979766,0.227855952,0.017211917,975
S8H14SEAWBPG2,0.115946936,0.227855952,0.01280025,975
S8H14SEAWBPG2,0.075921137,0.227855952,0.008846083,975
S8H14SEAWBPG2,0.093174106,0.227855952,0.012641833,975
S8H14SEAWBPG2,0.127250969,0.227855952,0.02033525,975
S8H14SEAWBPG2,0.065024117,0.227855952,0.015119833,975
S8H14SEAWBPG2,0.067660913,0.227855952,0.013448833,975
S8H14SEAWBPG2,0.112931757,0.227855952,0.015924167,975
S8H14SEAWBPG2,0.080910322,0.227855952,0.013174167,975
S8H14SEAWBPG2,0.115863111,0.227855952,0.014076333,975
S8H14SEAWBPG2,0.093409709,0.227855952,0.015090833,975
S8H14SEAWBPG2,0.076320123,0.227855952,0.01828675,975
S8H14SEAWBPG2,0.12522952,0.227855952,0.009504833,975
S8H14SEAWBPG2,0.084717684,0.227855952,0.01736625,975
S8H14SEAWBPG2,0.104811233,0.227855952,0.011890583,975
S8H14SEAWBPG2,0.186707366,0.227855952,0.011932,975
S8H14SEAWBPG2,0.136553717,0.227855952,0.010834333,975
S8H14SEAWBPG2,0.061540018,0.227855952,0.01541725,975
S8H14SEAWBPG2,0.1095333,0.227855952,0.012767583,975
S8H14SEAWBPG2,0.098830542,0.227855952,0.004526583,975
S8H14SEAWBPG2,0.095601749,0.227855952,0.011174667,975
S8H14SEAWBPG2,0.116308859,0.227855952,0.012192,975
S8H14SEAWBPG2,0.131553008,0.227855952,0.013021167,975
S8H14SEAWBPG2,0.142997291,0.227855952,0.013923083,975
S8H14SEAWBPG2,0.111764512,0.227855952,0.016785,975
S8H14SEAWBPG2,0.076163164,0.227855952,0.011510333,975
S8H14SEAWBPG2,0.063758908,0.227855952,0.014616,975
S8H14SEAWBPG2,0.101137124,0.227855952,0.017625,975
S8H14SEAWBPG2,0.082410221,0.227855952,0.017429167,975
S8H14SEAWBPG2,0.140431123,0.227855952,0.019906667,975
S8H14SEAWBPG2,0.075468339,0.227855952,0.011190667,975
S8H14SEAWBPG2,0.186628405,0.227855952,0.015890833,975
S8H14SEAWBPG2,0.105426781,0.227855952,0.013438083,975
S8H14SEAWBPG2,0.049198782,0.227855952,0.012164583,975
S8H14SEAWBPG2,0.090993813,0.227855952,0.013586917,975
S8H14SEAWBPG2,0.077392436,0.227855952,0.0194885,975
S8H14SEAWBPG2,0.140129669,0.227855952,0.014668083,975
S8H14SEAWBPG2,0.270611097,0.227855952,0.010459167,975
S8H14SEAWBPG2,0.071992779,0.227855952,0.009855083,975
S8H14SEAWBPG2,0.163287164,0.227855952,0.015571667,975
S8H14SEAWBPG2,0.103591269,0.227855952,0.016298167,975
S8H14SEAWBPG2,0.065879686,0.227855952,0.018856667,975
S8H14SEAWBPG2,0.081686834,0.227855952,0.01348225,975
S8H14SEAWBPG2,0.117659369,0.227855952,0.011146,975
S8H14SEAWBPG2,0.108568332,0.227855952,0.0107305,975
S8H14SEAWBPG2,0.121191449,0.227855952,0.0176125,975
S8H14SEAWBPG2,0.10151997,0.227855952,0.0141415,975
S8H14SEAWBPG2,0.082066521,0.227855952,0.013679667,975
S8H14SEAWBPG2,0.135667397,0.227855952,0.012219167,975
S8H14SEAWBPG2,0.088406553,0.227855952,0.014197167,975
S8H14SEAWBPG2,0.091531157,0.227855952,0.013531167,975
S8H14SEAWBPG2,0.073975972,0.227855952,0.013782167,975
S8H14SEAWBPG2,0.137588521,0.227855952,0.012717167,975
S8H14SEAWBPG2,0.098292631,0.227855952,0.016036667,975
S8H14SEAWBPG2,0.064579254,0.227855952,0.008920167,975
S8H14SEAWBPG2,0.081441737,0.227855952,0.017801833,975
S8H14SEAWBPG2,0.14838773,0.227855952,0.01571225,975
S8H14SEAWBPG2,0.100842091,0.227855952,0.015320583,975
S8H14SEAWBPG2,0.117714406,0.227855952,0.013855417,975
S8H14SEAWBPG2,0.17439401,0.227855952,0.012399167,975
S8H14SEAWBPG2,0.118993443,0.227855952,0.011992667,975
S8H14SEAWBPG2,0.176865562,0.227855952,0.013204083,975
S8H14SEAWBPG2,0.10135239,0.227855952,0.011760667,975
S8H14SEAWBPG2,0.160392611,0.227855952,0.010396,975
S8H14SEAWBPG2,0.105580549,0.227855952,0.0107165,975
S8H14SEAWBPG2,0.134743253,0.227855952,0.015995,975
S8H14SEAWBPG2,0.071043109,0.227855952,0.02021325,975
S8H14SEAWBPG2,0.105816812,0.227855952,0.01113075,975
S8H14SEAWBPG2,0.080200346,0.227855952,0.012093417,975
S8H14SEAWBPG2,0.096251224,0.227855952,0.012196,975
S8H14SEAWBPG2,0.139811791,0.227855952,0.012048417,975
S8H14SEAWBPG2,0.104478494,0.227855952,0.0135595,975
S8H14SEAWBPG2,0.140620096,0.227855952,0.013983667,975
S8H14SEAWBPG2,0.127063128,0.366557632,0.024961667,2475
S8H14SEAWBPG2,0.216761892,0.366557632,0.0253125,2475
S8H14SEAWBPG2,0.217966746,0.366557632,0.019150833,2475
S8H14SEAWBPG2,0.193420987,0.366557632,0.029984167,2475
S8H14SEAWBPG2,0.099075328,0.366557632,0.0170675,2475
S8H14SEAWBPG2,0.109493799,0.366557632,0.025270833,2475
S8H14SEAWBPG2,0.287349168,0.366557632,0.015561667,2475
S8H14SEAWBPG2,0.167809161,0.366557632,0.020954167,2475
S8H14SEAWBPG2,0.187796127,0.366557632,0.026723333,2475
S8H14SEAWBPG2,0.204360676,0.366557632,0.0213725,2475
S8H14SEAWBPG2,0.153796951,0.366557632,0.017959167,2475
S8H14SEAWBPG2,0.258027649,0.366557632,0.027523333,2475
S8H14SEAWBPG2,0.226219105,0.366557632,0.017719167,2475
S8H14SEAWBPG2,0.126384464,0.366557632,0.01995,2475
S8H14SEAWBPG2,0.16381043,0.366557632,0.015275833,2475
S8H14SEAWBPG2,0.112796678,0.366557632,0.0202775,2475
S8H14SEAWBPG2,0.153539295,0.366557632,0.0266,2475
S8H14SEAWBPG2,0.158991192,0.366557632,0.017295833,2475
S8H14SEAWBPG2,0.220525975,0.366557632,0.0232475,2475
S8H14SEAWBPG2,0.163317743,0.366557632,0.01771,2475
S8H14SEAWBPG2,0.122778111,0.366557632,0.025594167,2475
S8H14SEAWBPG2,0.127703969,0.366557632,0.019738333,2475
S8H14SEAWBPG2,0.117569687,0.366557632,0.022039167,2475
S8H14SEAWBPG2,0.211632651,0.366557632,0.028644167,2475
S8H14SEAWBPG2,0.102518338,0.366557632,0.02227,2475
S8H14SEAWBPG2,0.230043358,0.366557632,0.022303333,2475
S8H14SEAWBPG2,0.130335325,0.366557632,0.033833333,2475
S8H14SEAWBPG2,0.204780911,0.366557632,0.017078333,2475
S8H14SEAWBPG2,0.098073874,0.366557632,0.036693333,2475
S8H14SEAWBPG2,0.255994327,0.366557632,0.01955,2475
S8H14SEAWBPG2,0.132575407,0.366557632,0.0282875,2475
S8H14SEAWBPG2,0.168077195,0.366557632,0.02514,2475
S8H14SEAWBPG2,0.240486384,0.366557632,0.0242275,2475
S8H14SEAWBPG2,0.114578415,0.366557632,0.031269167,2475
S8H14SEAWBPG2,0.284528101,0.366557632,0.037315,2475
S8H14SEAWBPG2,0.238715092,0.366557632,0.037521667,2475
S8H14SEAWBPG2,0.077436398,0.366557632,0.0200125,2475
S8H14SEAWBPG2,0.171269214,0.366557632,0.01899,2475
S8H14SEAWBPG2,0.08573848,0.366557632,0.021511667,2475
S8H14SEAWBPG2,0.183308366,0.366557632,0.020391667,2475
S8H14SEAWBPG2,0.15812584,0.366557632,0.022325,2475
S8H14SEAWBPG2,0.097475748,0.366557632,0.018639167,2475
S8H14SEAWBPG2,0.19142776,0.366557632,0.020519167,2475
S8H14SEAWBPG2,0.205608737,0.366557632,0.018204167,2475
S8H14SEAWBPG2,0.120581746,0.366557632,0.0208035,2475
S8H14SEAWBPG2,0.116231545,0.366557632,0.017975833,2475
S8H14SEAWBPG2,0.100156183,0.366557632,0.022891667,2475
S8H14SEAWBPG2,0.23753165,0.366557632,0.026651667,2475
S8H14SEAWBPG2,0.145763718,0.366557632,0.020225833,2475
S8H14SEAWBPG2,0.271219132,0.366557632,0.0217625,2475
S8H14SEAWBPG2,0.101922895,0.366557632,0.019070833,2475
S8H14SEAWBPG2,0.152123158,0.366557632,0.023245833,2475
S8H14SEAWBPG2,0.214867808,0.366557632,0.022935833,2475
S8H14SEAWBPG2,0.16381255,0.366557632,0.019150833,2475
S8H14SEAWBPG2,0.128219976,0.366557632,0.019629167,2475
S8H14SEAWBPG2,0.211509215,0.366557632,0.029395833,2475
S8H14SEAWBPG2,0.238736307,0.366557632,0.023965833,2475
S8H14SEAWBPG2,0.25015428,0.366557632,0.0539725,2475
S8H14SEAWBPG2,0.223113346,0.366557632,0.019704167,2475
S8H14SEAWBPG2,0.124503168,0.366557632,0.031009167,2475
S8H14SEAWBPG2,0.162240633,0.366557632,0.026929167,2475
S8H14SEAWBPG2,0.163048153,0.366557632,0.018565,2475
S8H14SEAWBPG2,0.099000983,0.366557632,0.0222275,2475
S8H14SEAWBPG2,0.259629512,0.366557632,0.0289575,2475
S8H14SEAWBPG2,0.108847822,0.366557632,0.019341667,2475
S8H14SEAWBPG2,0.186687599,0.366557632,0.03091075,2475
S8H14SEAWBPG2,0.181676173,0.366557632,0.022185833,2475
S8H14SEAWBPG2,0.169850098,0.366557632,0.031176667,2475
S8H14SEAWBPG2,0.26268419,0.366557632,0.027660833,2475
S8H14SEAWBPG2,0.127435387,0.366557632,0.017845,2475
S8H14SEAWBPG2,0.151499824,0.366557632,0.015523333,2475
S8H14SEAWBPG2,0.142221857,0.366557632,0.032244167,2475
S8H14SEAWBPG2,0.13628748,0.366557632,0.028975833,2475
S8H14SEAWBPG2,0.121407825,0.366557632,0.01978,2475
S8H14SEAWBPG2,0.164446358,0.366557632,0.024713333,2475
S8H14SEAWBPG2,0.220763939,0.366557632,0.030248333,2475
S8H14SEAWBPG2,0.162008194,0.366557632,0.017670833,2475
S8H14SEAWBPG2,0.14662761,0.366557632,0.0239425,2475
S8H14SEAWBPG2,0.103890278,0.366557632,0.018056667,2475
S8H14SEAWBPG2,0.239525951,0.366557632,0.026310833,2475
S8H14SEAWBPG2,0.166993998,0.366557632,0.0239975,2475
S8H14SEAWBPG2,0.233649695,0.366557632,0.0236475,2475
S8H14SEAWBPG2,0.079147325,0.366557632,0.015915,2475
S8H14SEAWBPG2,0.08979887,0.366557632,0.020443333,2475
S8H14SEAWBPG2,0.192039909,0.366557632,0.02052,2475
S8H14SEAWBPG2,0.228681736,0.366557632,0.032168333,2475
S8H14SEAWBPG2,0.17386867,0.366557632,0.030663333,2475
S8H14SEAWBPG2,0.162227221,0.366557632,0.0224075,2475
S8H14SEAWBPG2,0.174199165,0.366557632,0.02734,2475
S8H14SEAWBPG2,0.147248487,0.366557632,0.027368333,2475
S8H14SEAWBPG2,0.150270561,0.366557632,0.025275833,2475
S8H14SEAWBPG2,0.115816604,0.366557632,0.019749167,2475
S8H14SEAWBPG2,0.120394542,0.366557632,0.023708333,2475
S8H14SEAWBPG2,0.145839906,0.366557632,0.0217225,2475
S8H14SEAWBPG2,0.10460594,0.366557632,0.028561667,2475
S8H14SEAWBPG2,0.130099833,0.366557632,0.025751667,2475
S8H14SEAWBPG2,0.251796287,0.366557632,0.0337425,2475
S8H14SEAWBPG2,0.199803562,0.366557632,0.01881,2475
S8H14SEAWBPG2,0.181187633,0.366557632,0.019290833,2475
S8H14SEAWBPG2,0.203382696,0.366557632,0.0208375,2475
S8H14SEAWBPG2,0.189429842,0.482913643,0.028179167,4975
S8H14SEAWBPG2,0.136747316,0.482913643,0.028531667,4975
S8H14SEAWBPG2,0.172606093,0.482913643,0.042878333,4975
S8H14SEAWBPG2,0.263227002,0.482913643,0.026949167,4975
S8H14SEAWBPG2,0.160905837,0.482913643,0.027596667,4975
S8H14SEAWBPG2,0.174658681,0.482913643,0.03403,4975
S8H14SEAWBPG2,0.298027602,0.482913643,0.022706667,4975
S8H14SEAWBPG2,0.130524708,0.482913643,0.021055,4975
S8H14SEAWBPG2,0.155241,0.482913643,0.02531,4975
S8H14SEAWBPG2,0.127451433,0.482913643,0.02045,4975
S8H14SEAWBPG2,0.168240909,0.482913643,0.029021667,4975
S8H14SEAWBPG2,0.212344627,0.482913643,0.030475,4975
S8H14SEAWBPG2,0.260717245,0.482913643,0.02113,4975
S8H14SEAWBPG2,0.2626477,0.482913643,0.040955,4975
S8H14SEAWBPG2,0.112320644,0.482913643,0.020943333,4975
S8H14SEAWBPG2,0.187367194,0.482913643,0.045233333,4975
S8H14SEAWBPG2,0.17034612,0.482913643,0.0254675,4975
S8H14SEAWBPG2,0.208319563,0.482913643,0.026333333,4975
S8H14SEAWBPG2,0.111713858,0.482913643,0.028049167,4975
